소재지전체주소,도로명전체주소,사업장명,의료기관종별명,의료인수,입원실수,병상수,진료과목내용명
경기도 이천시 중리동 462 그랜드웨딩홀,"경기도 이천시 중리천로 98, 그랜드웨딩홀 2.5층 (중리동)",이천하늘애한방병원,한방병원,8,11,38,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
광주광역시 동구 서석동 588,광주광역시 동구 필문대로 365 (서석동),조선대학교병원,종합병원,748,233,849,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 결핵과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과"
,"광주광역시 동구 필문대로 303 (서석동, 조선대학교부속치과병원)",조선대학교치과병원,치과병원,101,1,5,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과"
광주광역시 동구 용산동,광주광역시 동구 화산로 225 (용산동),기독건강병원,정신병원,16,38,159,"내과, 신경과, 정신건강의학과, 진단검사의학과"
광주광역시 동구 운림동 700,광주광역시 동구 동산길 14-2 (운림동),청심병원,정신병원,25,74,299,정신건강의학과
,광주광역시 동구 동계천로 22 (대인동),노벨요양병원,요양병원(일반요양병원),28,49,202,"내과, 외과, 가정의학과, 한방내과, 한방재활의학과, 침구과"
광주광역시 동구 용산동 243번지 63호,광주광역시 동구 천변좌로 700 (용산동),광주소망병원,정신병원,23,49,205,"내과, 정신건강의학과"
,광주광역시 동구 남문로 679 (학동),천지인한방병원,한방병원,8,21,61,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
광주광역시 동구 학동 8번지,광주광역시 동구 제봉로 42 (학동),전남대학교병원,종합병원,1183,275,1077,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과"
,광주광역시 동구 밤실로 127 (산수동),경희궁한방병원,한방병원,9,19,48,"내과, 정형외과, 신경외과, 마취통증의학과, 안과, 이비인후과, 피부과, 영상의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
광주광역시 동구 계림동 288번지 14호,"광주광역시 동구 구성로 268 (계림동, 고려요양병원)",광주고려요양병원,요양병원(일반요양병원),23,56,254,"내과, 산부인과, 가정의학과, 한방내과"
광주광역시 동구 계림1동 288번지 7호 (4층 5층 6층),광주광역시 동구 구성로 268 (계림동),태평요양병원,요양병원(일반요양병원),20,66,197,"내과, 외과, 산부인과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
광주광역시 동구 금동 211번지 10호 코밀빌딩,광주광역시 동구 천변우로 453 (금동),세종요양병원(의료법인세종의료재단),요양병원(일반요양병원),39,115,504,"내과, 외과, 심장혈관흉부외과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
광주광역시 동구 소태동,광주광역시 동구 남문로 622 (소태동),강남요양병원,요양병원(일반요양병원),35,59,281,"외과, 가정의학과, 한방내과"
광주광역시 동구 학동 112번지 3호,광주광역시 동구 제봉로 35-6 (학동),양명요양병원,요양병원(일반요양병원),13,16,102,"내과, 한방내과"
광주광역시 동구 운림동,광주광역시 동구 증심사길 2 (운림동),치유요양병원,요양병원(일반요양병원),16,30,98,"내과, 마취통증의학과, 피부과, 가정의학과, 한방내과"
"광주광역시 동구 내남동 307번지 지하1층, 1~4층","광주광역시 동구 남계길 17, 지하1층, 1~4층 (내남동)",오아시스요양병원,요양병원(일반요양병원),17,30,98,"내과, 가정의학과, 침구과"
경상북도 경산시 평산동 591-2번지,경상북도 경산시 평산1길 37-35 (평산동),의료법인동오의료재단 도움요양병원,요양병원(일반요양병원),32,63,241,"내과, 외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과, 한방내과, 침구과"
"경상북도 경산시 중방동 870번지 6호  (2층,3층)","경상북도 경산시 경안로 186, 2.3층 (중방동)",경산라온치과병원,치과병원,2,0,0,"치과보철과, 치과보존과, 구강내과"
경상북도 경산시 중방동 340번지 10호,경상북도 경산시 강변동로 110 (중방동),의료법인수성의료재단영남요양병원,요양병원(일반요양병원),24,59,299,"내과, 신경과, 외과, 재활의학과, 침구과"
,"경상북도 경산시 경산로 174-0, B동 1~2,4~7층 (옥산동,양지요양병원)",의료법인양지의료재단 양지요양병원,요양병원(일반요양병원),41,40,211,
경상북도 경산시 삼북동 269번지 23호,경상북도 경산시 중앙로16길 49 (삼북동),선요양병원,요양병원(일반요양병원),13,16,107,"내과, 신경과, 외과, 재활의학과, 한방내과"
경상북도 경산시 중방동 879번지 39호,경상북도 경산시 경안로 158 (중방동),의료법인송백의료재단 늘푸른요양병원,요양병원(일반요양병원),9,36,185,"내과, 신경과, 외과, 정형외과, 신경외과, 산부인과, 재활의학과, 가정의학과, 한방내과"
경상북도 경산시 중산동 488번지,"경상북도 경산시 대학로 11, 3~6층 (중산동)",꿈나무아동병원,병원,19,21,32,소아청소년과
,경상북도 경산시 경안로 208 (중방동),의료법인서명의료재단 세명종합병원,종합병원,196,75,299,
경상북도 경산시 상방동 242번지 3호,경상북도 경산시 경안로 23-10 (상방동),경상북도립경산노인전문요양병원,요양병원(일반요양병원),41,58,299,"내과, 신경과, 외과, 재활의학과, 가정의학과, 한방내과"
경상북도 경산시 와촌면 용천리 821번지,경상북도 경산시 와촌면 하양로 359,의료법인보현의료재단부림요양병원,요양병원(일반요양병원),12,29,142,"내과, 신경과, 정신건강의학과, 정형외과, 이비인후과, 재활의학과, 한방내과, 침구과"
경상북도 경산시 대평동 439-5번지,경상북도 경산시 경안로65길 5-10 (대평동),경산미르치과병원,치과병원,4,0,0,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과"
"경상북도 경산시 갑제동 645번지 4호  지하2층, 지상2층",경상북도 경산시 화랑로8길 26 (갑제동),의료법인 벽삼의료재단우리세명병원,정신병원,22,57,299,"내과, 정신건강의학과"
경상북도 경산시 계양동 91번지 2호,경상북도 경산시 계양로 193 (계양동),서요양병원,요양병원(일반요양병원),34,35,199,"신경외과, 재활의학과, 가정의학과, 한방내과, 침구과"
경상북도 경산시 백천동 7번지 1호 외15필지,경상북도 경산시 경안로 11 (백천동),의)근원의료재단 경산중앙병원,종합병원,160,87,387,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과, 치주과, 통합치의학과"
경상북도 예천군 예천읍 동본리 460번지 2호,경상북도 예천군 예천읍 시장로 136,의료법인 서준의료재단 예천권병원,병원,51,106,170,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 응급의학과"
,경상북도 청도군 금천면 금천로 4,의료법인산동의료재단 산동요양병원,요양병원(일반요양병원),6,19,49,
경상북도 청도군 화양읍 범곡리 101-5,경상북도 청도군 화양읍 청화로 79-7,군립청도노인요양병원,요양병원(일반요양병원),8,14,62,"가정의학과, 한방내과"
경상북도 청도군 각북면 오산리 558-2,경상북도 청도군 각북면 헐티로 1145-12,의료법인정암의료재단 윤성요양병원,요양병원(일반요양병원),9,44,99,"내과, 외과, 산부인과, 한방내과, 침구과"
경상북도 청도군 청도읍 고수리 15-1,"경상북도 청도군 청도읍 청도신기길 78-10, 하나병원",의료법인영은의료재단 하나병원,정신병원,9,39,263,정신건강의학과
경상북도 청도군 각북면 오산리 1134번지 1호,경상북도 청도군 각북면 헐티로 1312,의료법인 선한의료재단 청도자연요양병원,요양병원(일반요양병원),7,26,90,"내과, 산부인과, 한방내과"
경상북도 의성군 점곡면 구암리 314,경상북도 의성군 점곡면 의성길안로 575,의료법인재효의료재단 의성요양병원,요양병원(일반요양병원),11,25,158,"내과, 신경과, 외과"
,경상북도 문경시 당교3길 25 (모전동),의료법인동춘의료재단문경제일병원,종합병원,196,229,697,
경북 문경시 점촌동 246-14,경상북도 문경시 중앙로 117-18 (점촌동),의료법인서일의료재단문경중앙병원,병원,13,21,85,"내과, 외과, 정형외과, 마취통증의학과"
,경상북도 문경시 문경읍 여우목로 31,시립문경요양병원,요양병원(일반요양병원),40,38,197,
,경상북도 청도군 청도읍 고수산복길 198,의료법인해동의료재단청도메타병원,병원,14,43,235,정신건강의학과
,경상북도 청도군 각북면 헐티로 1229,감꽃요양병원,요양병원(일반요양병원),11,36,129,"내과, 신경과, 마취통증의학과, 한방내과, 한방소아과"
경상북도 울진군 울진읍 연지리 119번지,경상북도 울진군 울진읍 현내항길 71,울진군의료원,병원,59,41,94,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과"
경상북도 울진군 울진읍 연지리 119번지,경상북도 울진군 울진읍 현내항길 71,울진군의료원요양병원,요양병원(일반요양병원),6,18,88,"신경외과, 심장혈관흉부외과"
경상북도 울진군 후포면 삼율리 761번지 1호,경상북도 울진군 후포면 동해대로 441,의료법인동제의료재단 오차드요양병원,요양병원(일반요양병원),13,27,136,"내과, 외과, 한방내과, 사상체질과, 침구과"
경상북도 의성군 봉양면 화전리 90-4,경상북도 의성군 봉양면 도리원2길 41,의료법인제중원 제남병원,병원,3,15,98,"내과, 정신건강의학과, 외과, 산부인과, 소아청소년과"
경상북도 의성군 안계면 용기리 924-3,경상북도 의성군 안계면 용기4길 36,의료법인영제의료재단 영남제일병원,병원,8,20,75,"내과, 외과, 정형외과, 성형외과, 산부인과, 소아청소년과"
경상북도 의성군 금성면 대리 8번지 11호,경상북도 의성군 금성면 탑리길 8-2,의료법인염광의료재단 성심요양병원,요양병원(일반요양병원),4,13,72,"내과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 재활의학과, 침구과"
경상북도 의성군 안계면 용기리 916-40,경상북도 의성군 안계면 안계길 200,의료법인성제의료재단 성제요양병원,요양병원(일반요양병원),11,25,116,내과
,경상북도 의성군 의성읍 경북대로 5732,의료법인 해안의료재단 해안1병원,정신병원,7,49,192,정신건강의학과
,경상북도 의성군 의성읍 홍술로 94,의성제일요양병원,요양병원(일반요양병원),4,41,161,"내과, 신경과, 외과, 신경외과, 비뇨의학과, 한방내과, 한방소아과, 사상체질과, 침구과"
경상북도 상주시 냉림동 350-5,경상북도 상주시 냉림서성길 7 (냉림동),의료법인삼백의료재단상주성모병원,종합병원,78,46,204,"내과, 신경과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과"
경상북도 상주시 내서면 서원리 111번지 8호,경상북도 상주시 내서면 영남제일로 3659,의료법인 심천의료재단 상주제일병원,정신병원,12,63,199,정신건강의학과
