충전소이름,이용가능시간,자세한 위치,주차비,등록일자
금서면보건지소,24시간,주차장입구 왼쪽,0,2021.11.18 14:00
홍화원휴게소,24시간,주차장 오른쪽,0,2021.11.18 14:26
서울남부출입국 외국인사무소,09:00 ~ 18:00,지상주차장,유료,2020.8.11 20:37
무주의료원 충전소,24시간,무주의료원,무료,2021.11.15 18:43
남해읍 공영주차장,24시간,공영주차장,무료,2021.11.19 16:40
전기공사협회,24시간,야외주차장,0,2021.11.19 17:08
조치원제2복합커뮤니티센터,24시간,조치원제2복합커뮤니티센터(예정),0,2021.12.21 8:48
북부길 공영주차장,24시간,주차장,0,2021.12.23 21:18
중원청소년수련관,24시간,B2,0,2022.1.6 16:07
성남동제2공영주차장,24시간,B2,시간별,2022.1.6 16:10
백석천 지하1 공영주차장,24시간,백석천 지하1 공영주차장,1,2022.1.7 10:23
포항산업과학연구원 동편주차장,24시간,포항산업과학연구원 동편주차장,0,2022.1.12 15:35
중부전력지사,-,전력지사 주차장,부가정보없음,2021.8.11 15:02
영동군 힐링사업소,24시간,외부주차장,0,2021.11.11 16:08
충북소방본부 재난체험관,24시간,주차장,0,2021.11.11 16:17
소백산국립공원 사무소,24시간,주차장,0,2021.12.27 11:18
대화면문화체육관,24시간,대화면문화체육관 주차장,0,2022.1.20 13:23
형곡금호어울림포레1차,24시간  ※외부인 개방,지하2층주차장(103-106동 사이),부가정보없음,2018.1.30 20:18
구월1동 행정복지센터,24시간,지하주차장 1층,부가정보없음,2022.1.13 9:15
논현택지 3공영주차장,24시간,지상주차장,부가정보없음,2022.1.13 9:29
승마공원,24시간,주차장,0,2022.1.19 14:58
대봉캠핑랜드주차장,24시간,대봉캠핑랜드주차장,0,2021.11.19 14:55
연암체육관,24시간,연암체육관주차장,0,2021.11.19 14:58
포항공대체육관,24시간,포항공대체육관 주차장,0,2021.9.29 18:13
술정리공용주차장,24시간,술정리공용주차장,0,2021.10.1 17:31
고암농협 하나로마트 고암점,24시간,하나로마트 주차장,0,2021.10.1 17:33
언양읍 행정복지센터,24시간,부가정보없음,1시간 무료,2021.10.8 16:20
봉곡현대아파트,24시간  ※외부인 개방,지하1층주차장(106-107동 사이),부가정보없음,2018.1.30 20:18
거제씨월드,24시간,거제씨월드 옥외주차장,0,2021.12.13 14:56
홍천 국민건강보험공단,24시간,주차장,0,2021.12.21 15:31
강릉아레나체육관,24시간,강릉아레나 주차장,0,2021.12.21 15:42
안동시평생학습원,24시간,건물 밑 주차장,0,2021.12.22 8:54
설악산 국립공원 백담분소 전기차충전소,09~18시,국립공원공단설악산사무소 옆,충전시 무료,2021.2.15 14:39
농협경주교육원,24시간,농협경주교육원 주차장 보문정 맞은편,0,2022.1.12 13:24
홈플러스 인천연수점,24시간,지하주차장,부가정보없음,2022.1.13 9:16
대구복합스포츠타운,24시간,다목적체육센터 뒤쪽,충전시무료,2021.9.15 17:45
강북실버타운,24시간,주차장,충전시무료,2021.9.15 17:48
개진면 행정복지센터 주차장,24시간,개진면사무소 지상주차장,무료,2020.7.22 16:11
종합운동장 E-71 주차장,24시간,종합운동장 E-71 주차장,0,2021.10.5 10:03
의정부 실내빙상장,24시간,실내빙상장 공영주차장,0,2021.10.5 10:05
종합운동장 N47주차장,24시간,종합운동장 N47 주차장,0,2021.10.5 10:07
가능1동 제4공영주차장,24시간,가능1동 제4공영주차장,0,2021.10.5 10:11
송추 제2주차장,24시간,장흥면 울대리 418-21 송추제2주,0,2021.10.5 10:19
해동놀이터노외주차장,24시간,해동놀이터,지자체확인필요,2021.11.11 10:31
금암동 공영주차장,24시간,금암동 공영주차장,없음,2021.11.15 10:50
동구체육공원 공영주차장,24시간,옥상 야외 주차장,1시간 무료,2021.10.13 11:23
이천시보건소,24시간,실외주차장,0,2021.11.10 14:25
도봉구청,주중/주말 : 24시간,구청 지상주차장,"충전시 주차비 1시간 면제, 1시간 초과 50%할인",2016.12.29 0:00
동강 농협 공영주차장,24시간,월양리 공영주차장,0,2021.12.16 9:45
통영시욕지면사무소,24시간,옥외 주차장 (동항리787-11번지),무료,2021.12.16 11:05
대전복용승마장,24시간,공영주차장,0,2021.12.21 11:43
임하면행정복지센터,24시간,우측 주차장 구조물 밑,0,2021.12.22 8:58
북후면행정복지센터,24시간,행정복지센터 맞은편 주차장 안쪽,0,2021.12.22 9:09
한들생태환경주차장(B),24시간,한들생태환경주차장,0,2021.11.19 14:50
관문체육공원,24시간,관문체육공원 지상주차장,부가정보없음,2021.12.2 15:33
한국연구재단,24시간,한국연구재단 지상주차장,부가정보없음,2021.12.2 15:42
한국농어촌공사 장성지사,24시간,전라남도 장성군 장성읍 영천리 145,없음,2021.12.3 15:17
매곡천 공영주차장,24시간,신천동 745-35번지,1시간 무료,2021.10.8 14:02
순천만가든마켓,24시간,순천만가든마켓 주차장 입구 중앙,없음,2022.1.4 10:43
삼각동 공영주차장,24시간,공영주차장 내,부가정보없음,2021.11.2 17:31
태안화력주차장,24시간,.,부가정보없음,2021.11.17 9:41
경상북도청,24시간,주차장3,0,2021.11.17 18:15
GIST 중앙연구기기센터,24시간,중앙연구기기센터 앞,부가정보없음,2021.11.2 15:14
새마을금고역사관,24시간,하단의 지상주차장,0,2021.11.18 13:57
청천천공영주차장,24시간,청천천공영주차장,"1시간 면제, 1시간 초과 50%",2021.11.29 16:53
거붕백병원,24시간,거붕백병원 지하주차장,0,2021.12.13 13:56
양천구청 지하주차장,24시간,지하 1층,무료,2021.11.30 17:39
인천세관,24시간,입구에서 직진 중 좌측 벽면,0,2021.12.16 16:27
예천군 곤충연구소,24시간,곤충연구소 주차장,0,2021.12.23 13:35
은풍면행정복지센터,24시간,은풍면행정복지센터 주차장,0,2021.12.23 13:47
중소벤처기업진흥공단 대구경북연수원,24시간,대구경북연수원 주차장,무료,2021.9.29 18:12
논고개로 3공영주차장,24시간,지상공영주차장,부가정보없음,2022.1.13 9:11
공무원연금공단 서울지부(상록회관),24시간,지하3층 주차장(B3-01),유료,2022.1.3 16:01
공설시장,24시간,3층주차장,무료,2021.10.15 17:42
논현택지 5공영주차장,24시간,지상공영주차장,부가정보없음,2022.1.13 9:13
sk셀프남동공단주유소,24시간,지상주차장,부가정보없음,2022.1.13 9:18
송파도서관(삭제예정),24시간,송파도서관 우측 주차장,1시간초과 5분당145원 (백원미만 절사),2022.1.17 10:35
강서브라이트센터,24시간,부가정보없음,1시간 무료,2021.10.8 15:04
부산글로벌테크비즈센터,24시간,부가정보없음,1시간 무료,2021.10.8 15:25
울산하늘공원,24시간,부가정보없음,1시간 무료,2021.10.8 16:27
청주푸르지오캐슬 아파트4단지,24시간  ※외부인 개방,"지하1층(407동 입구, B1/12)",0,2017.8.12 0:00
임은뉴타운코오롱하늘채 아파트,24시간  ※외부인 개방,1층주차장(건물밑 110동 옆),부가정보없음,2017.7.4 0:00
안동그랜드호텔,24시간,건물뒤쪽 주차장,0,2021.11.22 10:32
봉암사,24시간,최치원유적지 실외주차장,0,2021.11.22 10:42
농암면행정복지센터,24시간,주차장,0,2021.11.22 10:49
영강체육공원,24시간,입구 앞 실외주차장,0,2021.11.22 10:53
도로교통공단 경북지부,24시간,도로교통공단 경북지부,무료,2021.11.23 9:51
경상북도 교통문화연수원,24시간,경상북도 교통문화연수원,무료,2021.11.23 9:57
광주광역시광산구시설관리공단,24시간,빛고을국민체육센터 실내주차창 내,무료,2021.11.10 14:43
블루핸즈 빛고을현대서비스,24시간,주차장 내부,무료,2021.11.10 15:30
한국폴리텍대학 부산캠퍼스,24시간,중앙건물 앞 화단,무료,2021.1.8 10:17
강변테크노마트 주차장,주중/주말 : 24시간,지하4층 주차장,"급속 1시간 면제 및 1시간 초과 50%할인, 완속 충전완료 때까지만 면제(최대 6시간)이후 초과 시간은 50%할인",2017.2.27 0:00
연수보건소,"평일 9~18시(주말,휴일 이용불가)",지하주차장,부가정보없음,2022.1.13 9:23
상수도사업본부,해당 주차장 운영시간내,야외주차장 요금정산소 옆,1시간 무료,2021.10.1 15:37
벡스코,24시간,오디토리엄 지하주차장,1시간 무료,2021.10.1 17:21
시립미술관,24시간,실내 지하주차장,1시간 무료,2021.10.1 17:29
명덕호수공원 공영주차장,24시간,"전하동 290-58, 명덕호수공원주차",1시간 무료,2022.1.17 14:11
수정1동 공영주차장,24시간,옥상주차장,1시간 무료,2022.1.17 14:16
수정공원상로 제1노상주차장,24시간,수정공원상로 노상주차장,1시간 무료,2022.1.17 14:18
해양환경공단마산지사,09~18시,주창장 입구 우측,0,2021.11.24 14:41
삼산동 해돋이 공영주차장,24시간,1층 입구 우측,"1시간 면제, 1시간 초과 50%",2021.11.29 16:59
황새울국민체육센터,24시간,B1,부가정보없음,2021.11.25 15:12
황새울국민체육센터,24시간,B1,0,2021.11.25 15:16
옥천지사,24시간,주차장,부가정보없음,2021.11.5 15:39
대소면 공영주차장,24시간,주차장,0,2021.11.5 16:22
하늘빛공원,24시간,주차장,0,2021.11.5 16:28
탄부면 행정복지센터,24시간,주차장,0,2021.11.5 16:31
(고속도로)벌곡휴게소 논산방향,24시간,벌곡휴게소 논산방향,부가정보없음,2021.11.5 17:20
신기복지회관,24시간,주차장,0,2021.11.22 10:58
고양지사,주중/주말 : 06시~23시,1층주차장(입구에서 좌측),충전시 주차비 면제,2016.10.27 0:00
군산자유무역지역관리원,24시간,옥외 주차장,무료,2021.10.15 17:51
군산의료원,24시간,옥외주차장,30분무료,2021.10.15 17:53
성산득성리공용주차장,24시간,주차장,무료,2020.12.11 8:08
주왕산면 복지회관,24시간,복지회관 앞,무,2021.11.22 18:41
옥성면 행정복지센터,24시간,입구좌측면 지상변압기 옆2면,무료,2021.11.23 10:44
만부마을공영주차장,24시간,지하주차장,부가정보없음,2022.1.13 9:21
동춘동 공영주차장,24시간,지상주차장,부가정보없음,2022.1.13 9:24
약수동공영주차장,24시간,지하3층,약수동 공여주차장 관리규정에 따름,2021.11.15 17:02
창녕군립체육관,24시간,체육관 건물 앞 주차장,0,2021.10.1 17:12
서천국민체육센터,24시간,서천국민체육센터 주차장,0,2021.11.15 12:16
서울역(한화역사),24시간,롯데마트 입구 앞,서울역 주차요금 관리규정에 따름,2021.11.15 16:56
서울대학교병원 대한외래병동주차장,24시간,대한외래 주차장 지하5층,서울대학교병원 주차규정에 따름,2021.11.15 17:08
서울대학교병원 암병동 주차장,24시간,암병원 주차장 지하5층,서울대학교병원 주차규정에 따름,2021.11.15 17:09
남사 현대글로비스(전용),24시간,현대 리바트 내 물류창고 도크,0,2021.11.15 17:23
경상남도의회,24시간,경상남도의회 옥외주차장,없음,2021.8.9 18:48
전국은행연합회,06~23시,"지하4층,지하5층 주차장",기본 30분 3000원/추가 10분당 천원(월정기주차 25만원),2021.9.13 9:57
초전농협 EVC,24시간,초전농협 주차장,無,2021.9.14 17:44
뚝섬유수지 공영주차장,24시간,뚝섬유수지 공영주차장,공영주차장 주차규정 따름,2021.9.15 13:46
강경읍사무소,24시간,원마트 주차장,무료,2021.8.3 17:51
가장동 공영주차장,24시간,가장동 공영주차장,없음,2021.11.15 11:09
케이프타운상가,24시간,케이프타운지하주차장,0,2021.11.22 10:38
성주동170공영주차장,24시간,성주동170 공영주차장,0,2021.11.22 14:20
구미경찰서,24시간,민원동 우측 2면,0,2021.11.23 11:13
선주원남동행정복지센터,24시간,봉곡로4길 화진전자 건물 측1면,0,2021.11.23 11:24
과천시민회관,24시간,지상주차장,부가정보없음,2021.12.2 15:30
겸면농공단지,24시간,겸면농공단지 주차장,0,2022.1.11 17:13
서포항농업협동조합,24시간,하나로마트 주차장,무료,2021.9.29 18:12
한국전력공사 순창지사,06~23,한국전력공사 순창지사,없음,2021.10.25 16:21
e편한세상 구미파크밸리,24시간  ※외부인 개방,지상주차장(107동 뒤),부가정보없음,2018.11.12 9:32
동학사주차장,24시간,반포면학봉리371-1동학사주차장,0,2021.11.5 14:21
정안행정복지센터,24시간,정안면 광정리 283-7,0,2021.11.5 14:31
비점오염저감시설 주차장,24시간,주차장,0,2021.11.5 17:26
테크노파크 자동차센터,24시간,충남테크노파크 자동차센터 입구 1층,주차비 무료,2021.11.5 17:42
구암평생학습센터,24시간,구암도서관 주차장,0,2021.11.11 18:42
법동생활체육공영주차장,24시간,법동생활체육공영주차장,0,2021.11.17 9:25
남문공용주차장II,24시간,옥외주차장,무료,2021.11.17 9:32
산청군청,24시간,제2주차장,0,2021.11.18 13:50
경기도교육연구원,24시간,뒤쪽 주차장,부가정보없음,2021.12.2 10:43
금오산도립공원 야영주차장,24시간,남통동 344-1 금오산도립공원 야영,무료,2021.11.23 11:36
영주동 공영주차장,24시간,주차장,0,2021.12.27 11:13
한국폴리텍대학 달성캠퍼스,24시간,지상주차장,0,2020.12.11 8:08
대명루첸아파트,24시간,지하2층주차장 101동 B08,0,2018.1.30 20:18
산청함양사건추모공원,24시간,주차장,0,2021.11.18 14:29
정천면행정복지센터,24시간,주차장,없음,2021.11.23 16:00
경화로8번길 공영주차장,24시간,경화동 행정복지센터 공영주차장,무료,2021.11.25 13:29
공주치료감호소 입구,24시간,공주치료감호소 입구,0,2021.11.5 14:34
음성군청,24시간,주차장,0,2021.11.5 15:42
생거진천종합사회복지관,24시간,주차장,0,2021.11.5 16:21
외산면 행정복지센터,24시간,외산면 행정복지센터,0,2021.11.5 17:04
옥산면 행정복지센터,24시간,옥산면 행정복지센터,0,2021.11.5 17:11
양촌농협 산지유통물류센터,24시간,주차장,부가정보없음,2021.11.5 17:49
파주시 농업기술센터(농산물가공센터측),24시간,농산물가공센터측 지상주차장,0,2021.12.2 14:50
서울대공원,24시간,서울대공원 소형차 주차장,부가정보없음,2021.12.2 15:26
전통건축수리기술진흥재단,09:00~18:00,전통건축수리기술진흥재단 옥외 주착장,0원,2021.12.2 15:31
율곡연수원,24시간,율곡연수원 실외 주차장,0원,2021.12.2 15:45
경기도교육연구원,24시간,뒷편 주차장,0,2021.12.2 10:47
국립암센터,24시간,지하1층,0,2021.12.2 13:27
